id,output,gt,kps
17100403262,1.0,null,"[253.10002761396112, 288.4445170127729, 252.46915832860464, 285.3815162956083, 249.5969665297982, 284.4397009706492, 262.8972824664764, 272.2827014094527, 254.4232981023572, 272.19999995156155, 294.7647175084539, 274.4733959718493, 260.7111660984886, 261.95481316011, 305.2550331293519, 319.09651551097033, 264.7156463218247, 300.82675240758323, 306.67165878072296, 353.21426383667836, 266.1033426907882, 335.30159425530843, 340.35915840178103, 273.40728061371215, 325.24122201016854, 264.1628886161689, 386.8245791429855, 295.35208424743587, 304.2321385095787, 274.9807178193213, 430.1148635599126, 296.869594842574, 328.1747403009624, 293.8470114896882]"
14100102090,0.0,null,"[85.56783752405155, 194.9488529452047, 77.07929154215772, 192.5845283961772, 76.48219396769889, 191.62450459768687, 77.14047901868337, 165.87330817645216, 75.09556947833246, 162.70361216792608, 114.69246339552062, 151.43467188347844, 129.0390218149722, 117.53618242299594, 161.61334274342707, 211.0588841578246, 184.0384084198155, 162.67033588316906, 142.05444932903174, 272.89672887281944, 178.3388483243933, 216.5999772852275, 296.4724814595554, 181.3285835306652, 297.87061443119774, 159.10265344914342, 409.8985002093578, 235.28925560517607, 411.624208551714, 192.42865378554833, 543.7838221589699, 256.09194969014567, 531.2372347872194, 197.71986608836337]"
14100110110,0.0,null,"[96.68413407090162, 185.3526116144616, 84.88141241150119, 178.06221495502882, 84.6065950566474, 179.1604815169279, 85.29477483823477, 153.845675129421, 87.27682007285387, 153.49730511630347, 126.244865444396, 142.72338890254105, 147.08842965235894, 115.61768960083435, 196.817460725876, 200.64339708020483, 212.99732151416163, 155.1957104385736, 176.89106305045834, 264.2959873375117, 202.0487685736304, 224.5600044136182, 306.55959921787905, 155.47287336840483, 309.3861676352721, 138.99687665508054, 427.52196141166047, 202.6939764773811, 430.98858399881215, 179.48489282659855, 566.0463770912637, 227.65691375409833, 528.6651330653142, 192.91458950199478]"
12100105224,0.0,null,"[205.85913195671623, 84.8202965222424, 202.73875623922385, 81.38585128599057, 202.56032767772734, 80.7686021833222, 193.04214022857727, 85.17384714323397, 191.95861357170145, 84.97580643970495, 195.44795238818588, 103.12854197756045, 193.31788169144863, 102.74073388114753, 227.07119854262248, 104.96018755496867, 225.5449929499804, 105.48850940248437, 253.19922653329363, 103.86848658813092, 254.69564689871362, 104.16574765845199, 206.09170228056385, 159.41242156657935, 199.2693334554344, 159.46745471600119, 216.35365297989264, 196.22962120502643, 189.9706848320499, 201.75345046573358, 217.30805476424158, 227.42151150532698, 163.05693679217885, 237.26068614718884]"
15003500202,0.0,null,"[298.546665745048, 96.36182345541553, 307.5697284269047, 84.92262956100015, 286.63571020290976, 84.9945915356254, 325.33766820975296, 73.36498102983846, 266.78096710818045, 73.36600309978179, 342.9721001236746, 120.30678462035819, 236.34670691725827, 114.78761267985392, 343.5502882704404, 215.28520049444097, 227.49111664676738, 212.69347430563752, 352.0721556294911, 307.2386641964511, 224.98516112917224, 310.33199978552506, 296.28493161345426, 170.86065291383753, 243.10811947706168, 168.32568025616393, 278.2334007078438, 238.6675209145921, 231.05167459348914, 224.17846913690872, 269.28419805453694, 265.0001041532893, 224.8398139582835, 312.7728030528501]"
18100205073,0.0,null,"[215.26122283747281, 120.62101248726857, 216.67125756309912, 113.19562477825967, 217.83600414073143, 113.63489574938828, 230.80439424871494, 114.46514705876315, 230.6995056675953, 113.8190688537282, 239.54974535957118, 144.13953861288283, 241.48479711071377, 143.38572897286213, 218.66983047047674, 191.27120298797098, 223.02626018087656, 186.50861065550453, 210.98892039159648, 158.7634126617031, 216.59982256575725, 158.1887359666819, 287.792143478095, 208.59890990652266, 286.0516927725162, 207.54376466456196, 248.5445555624333, 266.63920243099847, 243.74605567620216, 255.70050917842215, 271.37763208215375, 323.55469886406735, 261.2720524478448, 302.82849154594555]"
14100103500,1.0,null,"[93.12326345587034, 198.88489162907607, 80.17934491910873, 188.74989743526382, 80.40474165449336, 191.28149153199863, 80.29242690165064, 164.40876703706397, 80.3526401356539, 164.60402085499223, 116.76480943772621, 147.2715865718118, 138.19216185556323, 122.4791800084324, 194.9392502381925, 191.8564731441807, 210.09519689142277, 157.81170871037534, 176.8795258809169, 259.9080769136628, 196.52010037637652, 218.354362602737, 297.9371955864801, 166.38233449812503, 302.99105218971, 151.16998943598327, 422.29097286518055, 209.17461851076274, 423.3037676104868, 187.13399956423797, 567.1401783862624, 238.57163469007537, 538.9867132056272, 200.37762746275658]"
14100103381,0.0,null,"[121.65892212916587, 151.7983681160661, 109.57241525463276, 146.00117432238375, 110.85395818091334, 143.7838382140193, 107.39653656661596, 117.84207811330265, 106.47293553617429, 113.15594736155755, 147.88093488356418, 109.73968192223873, 160.73595377140114, 74.37681343981357, 199.21708054580705, 192.33178159033415, 218.56976416468206, 134.51096421042786, 178.3869947369099, 257.89657524412314, 199.60401863870842, 209.9253857813915, 319.0616586913434, 134.20908573897032, 324.1367744847825, 117.73939847974935, 440.3117323930853, 190.68993435180585, 441.3738184430618, 163.1324977582849, 575.8514146981098, 221.52827892197513, 542.0483176257201, 185.81984612411546]"
15003500204,0.0,null,"[297.71159034027556, 96.8181260626123, 309.2941288421352, 82.5194041290336, 286.50817291634684, 84.61462696029155, 324.4698296500881, 73.12366998981598, 265.3882178479709, 72.91241284340423, 341.967137995877, 117.32049727405656, 235.2911611591785, 114.74103404171525, 342.24681692596175, 215.68592380690876, 227.3205272633429, 212.4050790652977, 353.9163335376028, 306.7628273428141, 223.4618288916777, 309.62768465225264, 295.28569000516666, 170.97095773630886, 241.6865272063361, 168.2276214578155, 276.89097163902295, 238.49265003278376, 232.95053092323718, 227.25569782651075, 270.9399580473453, 265.83267153286994, 223.5847212749119, 310.16843760051984]"
15003500063,0.0,null,"[302.8870757252311, 83.90838933184902, 315.6250317275436, 68.41347685294446, 289.75210693686006, 67.85185130146023, 327.85356336543697, 58.029407166661656, 270.53398999629485, 58.86379617992531, 347.3194411483554, 115.58265997357076, 239.09041604040686, 109.27386071066236, 347.3482184136578, 211.27442660647918, 233.01226448331386, 213.84386644443302, 353.7289013398637, 305.94864862213774, 229.88642228298798, 303.2982062584822, 296.0703439708985, 179.2289186777147, 245.3253930021401, 181.78508325002463, 283.301042842166, 284.1712364749095, 245.8037339789734, 315.33613355938814, 255.49786575123883, 226.67554208210262, 229.80308508743667, 280.51516677512814]"
15003500182,0.0,null,"[318.29236846004324, 88.02159614399501, 327.2690107980609, 69.82808347595989, 303.2283046073677, 72.70505030315789, 342.26750302108604, 66.50369472377112, 285.38800195399216, 69.96921749665405, 360.42618235176485, 118.12775643288077, 257.83896560938996, 114.9098320150751, 354.5753406906788, 214.82504251273167, 239.94691872253318, 208.82978752117324, 357.2986877714542, 309.3092975946252, 226.9655802702006, 314.760774703853, 315.4875093418738, 172.59681204738695, 266.9511245670369, 167.1982523318311, 294.15413962641406, 230.70921003121268, 239.56227910743172, 227.18069787794823, 275.6337910520023, 269.39254218861726, 227.39188805798852, 309.3317813360911]"
15003500099,0.0,null,"[299.1781543531857, 110.49449974508174, 313.7223521256592, 99.45612880660558, 290.0222121540652, 99.17313524616023, 331.0344083293188, 87.22010080122034, 273.0318591700995, 82.04678689144092, 353.7782425185417, 119.20074102416321, 244.67869169432765, 119.44423501840869, 350.9386150974385, 219.85193870440924, 232.7587812110531, 222.8078174453295, 353.2747552575873, 311.4061568858194, 226.85919295490643, 311.21216383841295, 310.79538147184735, 173.68196892921316, 258.48446787159315, 170.5131005743658, 290.0636233501625, 237.20369724377122, 247.36814930792121, 268.6350348367776, 272.9766480009673, 273.98710522394015, 227.2485084230689, 317.3221187777622]"
17100403261,1.0,null,"[256.2299729657597, 287.3550875909536, 255.1410552928908, 284.9241969487202, 253.10014625010984, 283.66744955945256, 265.48600611379715, 271.81062218230886, 256.1479443013994, 271.44012762816027, 294.59500045762854, 275.1717743440266, 261.23739368672585, 260.57718672752816, 304.0812362510129, 320.9552068666396, 265.5075561218687, 300.3653049474425, 304.9567662776339, 354.74808009605795, 267.11711549260525, 335.4614861684643, 340.4992720152364, 276.1460342885267, 323.99173683584905, 267.9414632401152, 386.1118391612188, 301.48952194667214, 300.3360644663919, 290.8295302598906, 431.8037330489776, 298.2527886050582, 332.0309652760463, 302.6998828611595]"
12100104730,0.0,null,"[198.4866986473212, 194.99467606256, 202.1040866740412, 190.4485088370427, 200.78010730493725, 190.1401370227411, 218.14753078552192, 189.94726357163998, 213.490337380126, 190.16283760984714, 238.00995883593302, 215.44814749916839, 209.9430933000813, 212.35747979791043, 240.71980583194988, 264.48589732090187, 217.32875826831892, 250.78957884647133, 229.39882260696868, 300.4585332782082, 211.49247620934509, 287.8208030798733, 274.75424280923744, 250.8184199491299, 248.0068056259381, 246.96807671163583, 270.00234502384603, 316.7129198932607, 217.77119692997383, 277.7662698832371, 316.8228408238981, 292.138766073496, 223.00921616443276, 305.7800925185317]"
14100101829,1.0,null,"[118.74166998162245, 298.0034707849373, 109.54346638540898, 285.2748181718502, 108.38968336723592, 288.8501789478786, 114.61460522825219, 260.7541439175303, 111.65570967801841, 264.1600901458092, 150.93034594747692, 238.13237993170853, 168.55534386155446, 233.50955215208919, 204.27207265974675, 245.69012858825934, 244.18478987400107, 237.56598074371988, 191.22779344214558, 304.118213901698, 201.12275542795814, 298.1300558581115, 302.92529128909905, 248.27149180446446, 309.3910330178229, 252.5263110811012, 398.0102215637394, 277.32184085746087, 426.12846138562594, 269.20008270216846, 560.8086712549986, 282.06178062046405, 560.1643591626912, 280.91374844992146]"
14100108841,0.0,null,"[90.09969108035322, 145.06413277559375, 78.20006933233654, 139.79248620798288, 79.07102250886146, 137.2049887561884, 76.54853433738555, 109.69340957859542, 76.38324603144947, 104.47875620116143, 127.2912165026311, 112.30008911060011, 145.89913918973963, 72.40586190568762, 149.73785345787974, 204.41003702125064, 177.60264736270818, 147.34477359404352, 137.32124602630483, 276.76745976254745, 176.04895271970742, 208.29380959067157, 296.02889067064854, 137.8181358194515, 304.8832512362856, 114.85009001724451, 402.3138676475676, 208.01735017402981, 407.3075213701085, 166.58472987990518, 546.2943760177014, 259.537720411482, 517.4249319932939, 195.0699181433116]"
14100103556,1.0,null,"[77.92721831899851, 271.15031132677177, 71.25062571021722, 260.8355311883822, 70.17507050958126, 263.24183799489833, 81.69638471542264, 234.2436736864147, 79.5381063219029, 237.64854144382488, 127.4994544122527, 208.30650512287312, 146.3275716118121, 186.72873721683752, 216.26686565378495, 195.94571536292304, 221.01164923092844, 154.80985502612035, 182.94847237744486, 259.64498396094956, 209.30554859195428, 213.81247919955987, 300.9083979368175, 199.2965380906046, 302.3598252530197, 192.61773667751274, 417.2455297627546, 229.84388122674056, 420.5542853561415, 219.28137431960616, 556.7709606151548, 234.86176130969477, 520.6750293636491, 210.52344482589186]"
12100105112,0.0,null,"[207.96428230586108, 69.64677146506523, 205.41457078017586, 67.137128547188, 204.41883899380886, 67.71300491703681, 196.33760027591214, 71.6674302683357, 194.7190715433034, 72.06438639900134, 201.56650547001578, 90.18124596671151, 197.34686815047806, 90.75514246420104, 231.69650244132097, 89.3051913156133, 230.95813302220873, 88.98481983606405, 249.16915425047, 82.20465512212857, 252.97029652051745, 80.83593195825259, 210.22651836876386, 141.16360034722842, 203.28383340946593, 140.95147860293793, 220.73005972331862, 179.97971964518086, 194.7294652402711, 188.41707455822606, 226.8718564063038, 214.46256278758156, 166.13238703046392, 220.24456850380702]"
18100204992,0.0,null,"[225.15330624366158, 139.7604883784019, 226.1128003590149, 132.51633473054792, 227.2990075672745, 133.04522742860715, 240.10218943743763, 132.49449122050655, 240.64588553463443, 132.58655953226818, 251.79075263661392, 159.7939149332442, 252.3516391248913, 158.87627170221947, 227.7634677747277, 204.26596185904086, 228.05710861227755, 198.34288398471048, 222.4589598191944, 169.35011130785142, 225.2937702010275, 168.52986633203747, 296.1992656908325, 224.20097896134806, 284.30202519822825, 221.70772556793037, 248.63554629267279, 275.109839589814, 240.52497847454444, 248.5772874819846, 294.79720917597797, 323.4839906915969, 238.13398001478862, 294.33395453750916]"
14100108520,1.0,null,"[126.20831799843668, 289.5506109424203, 115.51530063456138, 281.9936559412602, 114.26551705015966, 282.2945739287729, 115.40052042371367, 253.1327072249708, 109.9998932512779, 254.45014003386268, 149.27737712552127, 228.61346715568823, 166.2688490548754, 218.25395491688656, 195.79180362759692, 240.89322281978127, 215.53914668872238, 226.3133877719485, 187.43659059863347, 302.69701107011366, 203.07172580145064, 282.3056746409812, 300.3642090436821, 238.96735718722198, 307.91575917256813, 237.81836743440508, 411.3969944695386, 270.96383181541205, 421.4889302649556, 267.35392034914577, 564.7194445788737, 278.9752631375065, 590.3192808790238, 268.49725246958184]"
14100100990,0.0,null,"[206.2988246854559, 74.18023567130277, 211.0515108776262, 60.38922434326486, 194.89556981110692, 68.25513100809815, 222.0207372690122, 61.4614932777477, 185.69673454763415, 77.89861685066086, 255.6294228954113, 74.8045912703353, 202.89345663101608, 142.75609748919456, 313.0643003175463, 62.03680497924575, 213.33734209606388, 216.1605147397682, 319.195096757983, 69.9692890080692, 204.16551893753856, 283.197151138964, 353.065953398443, 162.89492741018014, 328.31822415322415, 191.7495574413219, 432.0755149607801, 220.6636833627821, 417.01695363195904, 229.77136078203526, 532.6897818719353, 272.8547227635904, 507.9587956446359, 256.0352326770423]"
12100104725,0.0,null,"[200.41748587811674, 196.33460339304537, 203.96925509658396, 190.65377382995578, 201.60724657868315, 191.0973760605141, 220.35766089232476, 188.45373930272032, 215.02517019887733, 188.7614510781054, 242.12343238445192, 214.1182961114557, 214.54060276395268, 209.99227523688572, 248.7931794987259, 260.69019546003864, 222.2706520327303, 245.90864959444073, 241.03878463157326, 302.66888214219233, 215.92781118441332, 280.2655269730477, 276.0761239643597, 253.0626912911877, 249.55897408726258, 250.24088814402083, 268.22397628076357, 317.9121371320035, 218.3352491929711, 290.1464212793038, 292.9317979157135, 308.2048941855611, 238.38045894456909, 311.7824855979736]"
15003500205,0.0,null,"[297.9385006192989, 96.34282832346375, 307.1551880413724, 85.40218426476099, 286.17544252203726, 84.6046842696654, 324.7915083932844, 73.07985609656757, 265.2749050036119, 73.12637391161292, 342.6014296381702, 117.05665278788459, 235.9454872977381, 114.59922632016799, 342.0811363853997, 214.8162083239039, 226.77618426556447, 211.7635472061918, 354.21530857882607, 306.6327610137406, 224.28407977990784, 310.13270213748217, 294.77140199490003, 170.96500234203756, 241.9544570118045, 168.2763355636405, 277.5626344692137, 238.6642345435686, 233.1804091442278, 226.67330284704545, 271.42423022510764, 268.07162198726354, 223.85013286564111, 310.35773474617963]"
14100101734,1.0,null,"[121.7305782526151, 304.1562891519139, 113.60469904189206, 298.21928453155266, 113.57448054881462, 297.2484877821181, 116.43812421781813, 273.29850298446553, 112.64624545550548, 276.3002295041818, 156.37036242874856, 241.70299485032191, 175.84540542371383, 239.70743946799163, 205.99665765313384, 227.13552098764995, 212.92721610214585, 222.85555213062887, 202.95296151630058, 267.2193823031864, 204.33850252746055, 263.2318418384566, 329.5898033608254, 264.8270516340679, 333.04863438686704, 267.799592756772, 452.6548157414897, 273.6277382202234, 452.90554024378895, 275.56353962497633, 384.99803293355467, 283.94012904800223, 386.87223128374933, 286.89475867075816]"
12100701145,1.0,null,"[309.76991177353284, 210.3938078212203, 317.8035502478682, 208.0856826662261, 304.4124727415978, 202.9876630618386, 320.17999988627173, 219.14877490370733, 292.88144316127585, 210.5176927638649, 327.7436959478561, 256.49013219788606, 260.42542208103146, 239.01737800504242, 350.13442610742516, 300.0486416518353, 216.73119848704664, 238.0700808624155, 390.16119689876984, 253.20417984306965, 176.5518477902643, 244.8022217280589, 237.76201798564207, 306.7594111130632, 202.359105606049, 291.47153492463207, 208.24568209693155, 229.3073024286727, 128.0376912706741, 196.16556746542415, 150.7680301756062, 307.8932048994859, 65.22022049480546, 302.04243652101616]"
14100102141,1.0,null,"[73.51375891427182, 256.00221437258347, 67.02018745644455, 245.27170498992447, 63.854623254355495, 250.10121522929094, 70.67697003469401, 221.928068939913, 69.9141911322682, 226.83992075472395, 101.55632705058213, 202.50633680207292, 141.10240455239148, 162.98967061143176, 163.57724390284818, 202.0984248148332, 190.0825015032017, 138.52073991240297, 147.74059289198843, 274.2959548747721, 185.14131000082085, 208.70177841065066, 279.77337263403615, 214.0239886937818, 285.7807049568883, 193.33333388564066, 400.4098613360245, 259.1978872659035, 393.02590641576853, 226.77154096459265, 535.9225659144082, 244.1942425161632, 489.0685118485189, 197.30642724132156]"
12100104720,0.0,null,"[204.50408909159677, 191.77407032324592, 207.078531549102, 186.84911310263624, 206.27862915845293, 186.49558583354886, 222.6214964034228, 184.6369865701675, 218.08701749541353, 185.00444942605893, 242.87467855998264, 208.68712424886388, 220.22726855720785, 205.8023770707976, 258.03774468885075, 256.1264567652929, 229.78418430685852, 242.15323259674685, 254.84602495644685, 291.8393219768545, 223.35868701153078, 278.7317754176643, 279.6897666918336, 253.53356100852727, 257.4674471286009, 250.8109972062227, 270.4237876562713, 321.4483353122586, 209.55893600731702, 242.16334761106404, 295.42252014043333, 307.5569866573447, 223.86614381661263, 296.081114939955]"
14100108790,1.0,null,"[85.42627612847585, 254.3750258699586, 78.51957158801241, 245.03918803265182, 76.17385507148855, 249.2894814278417, 83.93614282741243, 218.97906776807582, 78.50146398544659, 224.52587310216748, 119.1751521177046, 199.98781086141008, 139.53607614793466, 159.2790389779374, 192.85904909242717, 203.4789178672741, 198.69504169997015, 132.23173362783336, 153.41326599379875, 276.1148628854333, 190.10699968178582, 176.86884528731, 289.76939509993844, 211.27606772463386, 293.28412772094913, 189.85624261140373, 407.5803969756962, 259.3742653410557, 406.91305177167976, 224.43356479618123, 546.7081012413454, 245.79071990824423, 527.3230425757554, 201.71351860424525]"
18100208048,0.0,null,"[478.07492566706526, 88.09974518307527, 482.15833768450284, 81.92706241448664, 476.8299809034132, 82.71997094602945, 496.54466468566744, 82.9119947404069, 483.218972114862, 82.35276977672173, 507.00110926567174, 110.67848276599156, 474.0513859968149, 109.87776587362188, 494.19345940649544, 152.27055921505016, 457.40954074933217, 149.04772639535778, 476.9660210338716, 119.90538206454741, 462.56700449907777, 118.72001676100808, 500.04608914237997, 182.77555824086926, 478.7929798215203, 183.2272183018896, 499.5203477778226, 238.39591528265078, 482.4967503401011, 237.8429917297738, 510.17028058699003, 289.66671949202333, 497.6034173156242, 284.80190430379275]"
14100103409,1.0,null,"[82.14627557392694, 266.10586737750504, 71.63847012265718, 258.9390450152788, 71.1168019492907, 261.35703922949233, 76.96607585871251, 231.74055990574593, 76.54414983396711, 232.50743182964797, 118.05661429857442, 210.11495765863373, 144.22444921183572, 174.19930313652068, 202.13791065258118, 205.6877193429588, 221.66498714534904, 143.19875983667296, 183.17402992584707, 258.8045579730516, 202.6909971511194, 202.8203558371394, 293.9540529117142, 204.45720555484775, 296.93753384003566, 193.02791021554165, 414.23987496556305, 230.8993802476544, 419.2534717490565, 219.63553177737165, 551.9506474317458, 227.67699034200714, 529.5700728490316, 208.65118556052178]"
14100102053,1.0,null,"[280.59579570775605, 182.42830939199567, 274.38709555878586, 182.02798752605892, 274.10778445362325, 186.88362569781526, 262.04497908380654, 166.91155767643343, 262.35529100477686, 177.27458917921265, 272.68194015647884, 133.86733390639912, 259.82441785748796, 155.51221926465968, 212.10891960277476, 168.48358673582308, 205.79463132545246, 178.33784544680796, 171.02152148140402, 219.7461892526407, 173.5042412529569, 220.5948456460566, 422.51446431137845, 33.31366132601378, 409.081486581159, 50.01393896770418, 504.7895447315855, 136.7298532257334, 402.85019646383034, 183.2983892618211, 579.3835991954568, 220.9573162933412, 493.1729085893777, 205.15328308539787]"
14100107683,0.0,null,"[206.4722999630851, 73.4049187117316, 210.55696366338236, 60.11625193891522, 194.8978411879986, 68.54925074077698, 220.26932058308483, 61.643076073624904, 185.32151628251506, 78.8313534766632, 255.2949194855531, 74.64121524618727, 202.6927705164195, 142.00984053833352, 310.29094231492735, 62.61817051652332, 213.49756410232743, 215.9323927660379, 316.7904402201561, 70.50627325107575, 204.43711341571466, 283.8891696519219, 353.13634418255015, 164.90492703461263, 329.92106120493975, 190.35092035094792, 432.9927007140766, 221.4537568438877, 417.202005079959, 227.11793739283044, 532.1331819309656, 274.96604270804335, 507.78310268796884, 254.91361442291225]"
12100105123,0.0,null,"[205.742265434932, 76.01184931872397, 204.30307403092715, 72.38304220751671, 203.01443618484498, 73.22168858514183, 192.90028486611467, 76.8363754574502, 191.29264366978228, 77.22382173908944, 200.72818635051763, 93.60179640042922, 190.04731694450138, 96.15421507667737, 229.53797977717906, 94.71360307673874, 226.02885195892304, 95.13152153330702, 252.12507149607438, 86.44486012138694, 251.605342838, 85.9673236407055, 211.54701496384385, 144.38261453953604, 197.61911324113638, 147.2794643751007, 224.0014514140567, 180.2211985139966, 191.4539852789513, 187.99930098757667, 227.50097598555396, 214.81214493491893, 170.12305792179845, 224.83569441945554]"
